name,pageviews,visitors,visits,bounces,totaltime
/canada/alberta/calgary/deerfoot-spay-neuter-and-wellness-clinic/,3,3,3,3,0
/united-states/florida/callahan/full-circle-animal-hospital/,3,3,3,3,0
/united-states/tennessee/bean-station/precious-paws-wellness-clinic/,3,3,3,3,0
/united-states/illinois/chicago/mendez-sandra-dvm,3,3,3,3,0
/united-states/missouri/rogersville/spragg-veterinary-clinic/,3,3,3,3,0
/united-states/florida/north-venice,3,3,3,3,0
/united-states/arizona/phoenix/bluepearl-pet-hospital,3,3,3,3,0
/united-states/florida/miami/gisl-pet-center/,3,3,3,3,0
/united-states/arizona/phoenix,24,3,3,2,2198
/canada/quebec/repentigny/hpital-vtrinaire-le-gardeur,3,3,3,3,0
/united-states/florida/monticello,3,3,3,3,0
/canada/british-columbia/port-coquitlam/tricity-animal-hospital,3,3,3,3,0
/canada/ontario/collingwood/mountain-vista-veterinary-hospital,4,3,3,2,70
/canada/manitoba/winnipeg/southglen-veterinary-hospital,3,3,3,3,0
/united-states/florida/lakeland,3,3,3,3,0
/canada/ontario/mississauga/vca-canada-lakeshore-animal-hospital,3,3,3,3,0
/united-states/georgia/marietta/marietta-vet-clinic,3,3,3,3,0
/united-states/georgia/marietta/dog-clinic-of-cobb,3,3,3,3,0
/united-states/arizona/scottsdale/valley-vet-care-mobile-euthanasia-services,3,3,3,3,0
/united-states/florida/key-west/lower-keys-animal-clinic,3,3,3,3,0
/united-states/mississippi/mississippi-state/mississippi-state-university-college-of-veterinary-medicine-animal-health-center/,5,3,3,2,879
/united-states/florida/sanibel,3,3,3,3,0
/canada/alberta/calgary/vca-canada-calgary-animal-referral-emergency-centre-care/,3,3,3,3,0
/united-states/colorado/steamboat-springs/steamboat-veterinary-hospital,3,3,3,3,0
/united-states/florida/bokeelia,3,3,3,3,0
/united-states/florida/san-antonio,3,3,3,3,0
/united-states/louisiana/coushatta/red-river-veterinary-center/,3,3,3,3,0
/united-states/illinois/wheaton/vetco-vaccination-clinic,3,3,3,3,0
/united-states/florida/altamonte-springs/altamonte-veterinary-hospital,3,3,3,3,0
/canada/ontario/cambridge,3,3,3,3,0
/united-states/florida/winter-garden/graceful-paws-pet-clinic,3,3,3,3,0
/united-states/florida/orlando/eastwood-animal-hospital,3,3,3,3,0
/united-states/idaho/st-anthony/fremont-animal-care-center/,3,3,3,3,0
/united-states/florida/boynton-beach/goodvets-boynton-beach,3,3,3,3,0
/united-states/florida/homestead,3,3,3,3,0
/united-states/florida/cypress-gardens,4,3,3,2,496
/united-states/colorado/glenwood-springs/birch-tree-animal-hospital,3,3,3,3,0
/united-states/texas/new-waverly/van-wagner-steve-dvm/,3,3,3,3,0
/canada/ontario/gravenhurst/muskoka-bay-animal-clinic-formerly-chidiac-animal-hospital-of-gravenhurst,3,3,3,3,0
/canada/ontario/toronto/roncesvalles-animal-hospital,3,3,3,3,0
/united-states/delaware/bear/summit-bridge-veterinary-hospital/,3,3,3,3,0
/united-states/arizona/phoenix/healing-wise-holistic-veterinary-care,3,3,3,3,0
/canada/british-columbia/kamloops/columbia-summit-veterinary,3,3,3,3,0
/canada/ontario/kingston/downtown-animal-hospital,3,3,3,3,0
/united-states/arizona/oro-valley/urgentvet,3,3,3,3,0
/united-states/colorado/berthoud/animal-health-at-home/,3,3,3,3,0
/united-states/florida/mt-dora/palmetto-animal-health-center,3,3,3,3,0
/canada/manitoba/winnipeg/mobile-veterinary-svc/,3,3,3,3,0
/canada/ontario/fergus/fergus-veterinary-hospital,4,3,3,2,2763
/canada/british-columbia/canal-flats,3,3,3,3,0
/canada/quebec/shawville/pontiac-veterinary-clinic,3,3,3,3,0
/canada/ontario/toronto/wychwood-park-animal-hospital,3,3,3,3,0
/united-states/ohio/genoa/owens-ark-vet-clinic/,3,3,3,3,0
/united-states/wisconsin/franklin/forest-home-animal-clinic-abha-khatter-dvm/,3,3,3,3,0
/canada/yukon,3,3,3,3,0
/united-states/florida/indialantic,3,3,3,3,0
/united-states/alaska/talkeetna/golden-pond-veterinary-services/,3,3,3,3,0
/united-states/indiana/chesterton/westchester-animal-clinic,3,3,3,3,0
/canada/quebec/montreal/clinique-vtrinaire-mtropolitaine,4,3,3,2,264
/canada/ontario/mildmay,3,3,3,3,0
/canada/british-columbia/maple-ridge/head-to-tail-veterinary-hospital/,3,3,3,3,0
/canada/ontario/oakville/abbey-animal-hospital,3,3,3,3,0
/united-states/colorado,3,3,3,3,0
/united-states/illinois/chicago/goodvets-roscoe-village,3,3,3,3,0
/services/costyouakiss/,3,3,3,3,0
/canada/ontario/nepean,3,3,3,3,0
/canada/alberta/calgary/rocky-ridge-pet-hospital/,3,3,3,3,0
/united-states/oregon/eugene/balance-veterinary-care/,3,3,3,3,0
/united-states/alabama/mobile/moffett-road-veterinary-clinic/,3,3,3,3,0
/united-states/georgia/marietta/dr-goods-veterinary-clinic,3,3,3,3,0
/united-states/colorado/denver/vca-aspenwood-animal-hospital,3,3,3,3,0
/united-states/florida/wauchula,3,3,3,3,0
/canada/ontario/toronto/toronto-veterinary-end-of-life-mobile-services,3,3,3,3,0
/canada/ontario/windsor/roseland-animal-hospital,3,3,3,3,0
/united-states/illinois/savoy/dr-patricia-mcelroy-dvm,3,3,3,3,0
/canada/british-columbia/quesnel/animal-care-hospital-of-quesnel/,3,3,3,3,0
/united-states/illinois/shorewood/shorewood-animal-hospital/,3,3,3,3,0
/united-states/florida/freeport/best-friends-pet-doctor,3,3,3,3,0
/united-states/maryland/elkton/loving-touch-animal-clinic/,3,3,3,3,0
/united-states/illinois/chicago/seligman-animal-hospital,3,3,3,3,0
/united-states/connecticut/milford/milford-veterinary-services/,3,3,3,3,0
/united-states/florida/grand-ridge/keller-veterinary-services-by-appointment-only,3,3,3,3,0
/united-states/texas,3,3,3,3,0
/united-states/georgia/nicholson/east-jackson-animal-hospital,3,3,3,3,0
/united-states/florida/vero-beach/community-veterinary-clinic,3,3,3,3,0
/canada/alberta/hanna,3,3,3,3,0
/united-states/arkansas/leslie/harrison-animal-clinic-at-leslie/,3,3,3,3,0
/canada/ontario/oakville,3,3,3,3,0
/canada/ontario/woodbridge/woodbridge-animal-hospital,3,3,3,3,0
/united-states/florida/st-augustine-beach/del-mar-veterinary-hospital,3,3,3,3,0
/canada/alberta/cochrane/cochrane-animal-clinic/,3,3,3,3,0
/canada/alberta/calgary/cranston-veterinary-hospital/,3,3,3,3,0
/canada/ontario/toronto/village-gate-animal-hospital,3,3,3,3,0
/canada/ontario/kingsville,3,3,3,3,0
/canada/quebec/pointe-claire/gilmour-veterinary-services-pointe-claire-allan-gilmour-veterinarian,3,3,3,3,0
/united-states/georgia/reidsville/ringer-veterinary-hospital,3,3,3,3,0
/canada/ontario/sault-ste-marie/black-road-veterinary-services/,3,3,3,3,0
/united-states/oregon/junction-city/del-oeste-equine-hospital-llc,3,3,3,3,0
/united-states/indiana/indianapolis/broad-ripple-animal-clinic,3,3,3,3,0
/canada/ontario/stratford/coventry-animal-hospital/,3,3,3,3,0
/united-states/georgia/johns-creek/haynes-bridge-animal-hospital,3,3,3,3,0
/united-states/florida/fort-myers/grace-veterinary-center/,4,3,3,2,273
/united-states/florida/brandon,3,3,3,3,0
/united-states/florida/davie/nova-animal-hospital,3,3,3,3,0
/united-states/colorado/idaho-springs/clear-creek-vet-clinic,3,3,3,3,0
/united-states/ohio/cleves/peter-j-linko-dvm,3,3,3,3,0
/united-states/georgia/marietta/cat-care-hospital-inc,3,3,3,3,0
/united-states/new-mexico/santa-fe/turquoise-trail-veterinary-urgent-care/,3,3,3,3,0
/canada/ontario/oakville/vca-canada-mississauga-oakville-veterinary-emergency-hospital,3,3,3,3,0
/canada/alberta/strathcona-county,4,3,3,2,272
/united-states/maryland/boonsboro/promise-animal-league/,3,3,3,3,0
